post_town,part_1_construction_age_band,average_current_energy_efficiency_rating,average_potential_energy_efficiency_rating,average_current_environmental_impact_rating,average_potential_environmental_impact_rating,average_current_emissions_(t.co2/yr),average_potential_reduction_in_emissions_(t.co2/yr),average_potential_savings_in_heating_costs_over_3_years,average_potential_savings_in_hot_water_costs_over_3_years,rank_average_current_emissions_(t.co2/yr),rank_average_current_energy_efficiency_rating,rank_average_potential_energy_efficiency_rating,rank_average_current_environmental_impact_rating,rank_average_potential_environmental_impact_rating,rank_average_potential_reduction_in_emissions_(t.co2/yr),rank_average_potential_savings_in_heating_costs_over_3_years,rank_average_potential_savings_in_hot_water_costs_over_3_years
roybridge,1992-1998,59.46153846153846,82.23076923076923,56.0,72.92307692307692,9.223076923076924,3.5153846153846158,1071.0,203.53846153846155,459.0,320.0,319.0,1510.0,401.0,130.0,180.0,210.0
stevenston,1984-1991,68.76923076923077,83.03589743589744,67.8,81.58974358974359,3.3476923076923075,1.5456410256410256,401.26153846153846,109.52307692307693,137.0,192.0,279.0,758.0,207.0,317.0,372.0,358.0
rogart,1976-1983,44.5,102.22727272727273,49.0,89.18181818181819,9.004545454545454,6.431818181818182,2614.2272727272725,389.1818181818182,450.0,426.0,29.0,1751.0,84.0,28.0,35.0,60.0
ross-shire,others,78.875,92.125,91.0,93.25,4.0,2.675,421.125,154.125,200.0,83.0,63.0,23.0,40.0,194.0,363.0,277.0
isle of islay,1984-1991,60.33802816901409,86.19718309859155,44.0,81.42957746478874,5.6633802816901415,3.3563380281690143,1046.2605633802816,306.65492957746477,321.0,310.0,155.0,1866.0,213.0,141.0,185.0,107.0
galston,2003-2007,68.03968253968254,82.24603174603175,70.4,81.06349206349206,4.1722222222222225,1.865873015873016,660.547619047619,93.38095238095238,215.0,205.0,318.0,619.0,231.0,279.0,287.0,418.0
aboyne,2003-2007,65.2648401826484,85.47488584474885,61.333333333333336,77.3607305936073,6.466666666666667,2.942922374429224,1104.958904109589,236.97260273972603,364.0,248.0,183.0,1207.0,352.0,171.0,168.0,173.0
innerleithen,1999-2002,65.33333333333333,82.83783783783784,74.5,81.11711711711712,4.974774774774775,2.3774774774774774,975.3243243243244,127.75675675675676,278.0,246.0,289.0,458.0,230.0,215.0,209.0,326.0
comrie,others,83.0,123.0,85.0,121.0,1.4,2.8,0.0,162.0,30.0,60.0,2.0,183.0,3.0,184.0,496.0,262.0
polmont,before 1919,61.5,78.5,50.0,68.0,5.9,2.15,934.5,238.5,338.0,297.0,408.0,1726.0,415.0,243.0,221.0,170.0
new stevenston,1992-1998,74.0,83.0,70.0,79.0,4.2,1.2,144.0,0.0,219.0,103.0,282.0,636.0,310.0,373.0,465.0,500.0
roseisle,others,69.0,84.66666666666667,71.0,84.33333333333333,5.866666666666667,2.6999999999999997,37.0,356.0,336.0,189.0,210.0,593.0,133.0,192.0,484.0,72.0
latheron,1950-1964,55.77777777777778,95.22222222222223,75.66666666666667,91.77777777777777,6.477777777777778,4.5,1607.6666666666667,268.3333333333333,366.0,362.0,48.0,419.0,52.0,76.0,105.0,137.0
isle of jura,before 1919,55.0,85.85714285714286,34.0,71.85714285714286,11.285714285714286,5.128571428571428,1263.4285714285713,540.8571428571429,484.0,369.0,169.0,2006.0,406.0,54.0,144.0,24.0
carrbridge,2008 onwards,51.47826086956522,83.1304347826087,81.0,71.04347826086956,12.256521739130434,5.269565217391304,2683.4347826086955,260.0869565217391,487.0,395.0,273.0,271.0,410.0,47.0,31.0,146.0
girvan,2008 onwards,55.726907630522085,80.45381526104417,65.5,77.20883534136546,6.804819277108434,3.4879518072289155,1385.4578313253012,210.19277108433735,379.0,363.0,382.0,898.0,355.0,133.0,125.0,202.0
robroyston,1976-1983,88.12698412698413,89.60317460317461,72.0,90.96825396825396,1.4396825396825397,0.24761904761904766,0.8571428571428571,95.33333333333333,32.0,28.0,99.0,550.0,63.0,445.0,495.0,413.0
east calder,before 1919,75.1,88.2,46.5,87.1,4.11,1.94,396.9,128.4,207.0,95.0,121.0,1817.0,103.0,270.0,378.0,323.0
roslin,1919-1929,82.33147632311977,88.96100278551532,46.0,90.5292479108635,2.047075208913649,0.8378830083565459,183.6350974930362,96.51810584958217,65.0,67.0,111.0,1825.0,68.0,411.0,460.0,405.0
strathblane,others,73.0,80.5,81.0,78.5,4.15,1.1,330.0,16.5,212.0,113.0,381.0,271.0,321.0,385.0,417.0,494.0
ardrossan,1999-2002,67.52659574468085,81.24468085106383,70.5,79.06382978723404,3.814893617021277,1.6175531914893617,499.00531914893617,80.12234042553192,181.0,217.0,357.0,617.0,307.0,312.0,339.0,451.0
aberfeldy,1976-1983,64.18045112781955,87.10526315789474,63.8,83.5187969924812,7.1383458646616536,3.6969924812030075,1218.5413533834587,227.4812030075188,391.0,265.0,136.0,1033.0,145.0,125.0,150.0,185.0
isle of tiree,1999-2002,51.411764705882355,99.76470588235294,47.5,85.29411764705883,7.064705882352942,4.829411764705883,1632.1764705882354,398.29411764705884,385.0,396.0,36.0,1790.0,122.0,67.0,101.0,55.0
newmilns,2008 onwards,63.43809523809524,79.29523809523809,77.0,78.36190476190477,4.269523809523809,2.0295238095238095,790.1428571428571,100.17142857142858,226.0,272.0,401.0,382.0,328.0,261.0,249.0,397.0
lonmay,others,87.0,89.0,83.0,86.0,2.5,0.4,-12.0,144.0,84.0,36.0,109.0,225.0,112.0,430.0,522.0,291.0
gordon,1950-1964,55.68421052631579,86.57894736842105,81.0,80.84210526315789,8.952631578947368,5.247368421052632,2256.9473684210525,295.2631578947368,448.0,364.0,145.0,271.0,243.0,48.0,49.0,112.0
isle of tiree,2008 onwards,51.411764705882355,99.76470588235294,55.0,85.29411764705883,7.064705882352942,4.829411764705883,1632.1764705882354,398.29411764705884,385.0,396.0,36.0,1553.0,122.0,67.0,101.0,55.0
dufftown,1965-1975,43.666666666666664,104.66666666666667,46.0,87.33333333333333,5.433333333333334,3.4,1702.0,357.0,311.0,428.0,23.0,1825.0,100.0,138.0,95.0,71.0
halkirk,1930-1949,60.75,85.81666666666666,49.333333333333336,75.1,7.178333333333333,3.353333333333333,1168.25,226.05,393.0,305.0,170.0,1744.0,381.0,142.0,157.0,187.0
kilsyth,1965-1975,76.0,79.0,73.0,78.5,2.65,0.4,132.0,16.5,89.0,93.0,406.0,506.0,321.0,430.0,467.0,494.0
maryburgh,others,82.0,94.0,84.0,95.0,1.9,1.0,0.0,267.0,57.0,69.0,52.0,202.0,32.0,396.0,496.0,138.0
coldstream,1930-1949,63.2037037037037,83.89814814814815,48.5,80.25,5.30462962962963,2.79537037037037,1040.25,187.08333333333334,306.0,274.0,236.0,1770.0,269.0,185.0,188.0,231.0
park,before 1919,51.0,58.0,41.0,47.0,11.0,1.4,744.0,0.0,482.0,400.0,440.0,1914.0,435.0,339.0,266.0,500.0
kilmartin,1992-1998,55.0,81.0,40.0,62.0,10.0,3.3,285.0,237.0,477.0,369.0,366.0,1932.0,424.0,147.0,430.0,172.0
moray,others,68.41666666666667,85.33333333333333,90.0,79.75,6.875,3.0833333333333335,852.5,152.25,380.0,197.0,187.0,44.0,284.0,162.0,240.0,280.0
bishopbriggs,1992-1998,80.33333333333333,84.0,79.0,80.33333333333333,1.8666666666666665,0.20000000000000004,95.0,139.0,56.0,75.0,231.0,324.0,263.0,451.0,472.0,304.0
stornoway,others,61.83766233766234,79.85064935064935,88.5,77.44805194805195,4.65974025974026,2.103896103896104,883.7142857142857,182.47402597402598,252.0,293.0,391.0,74.0,351.0,248.0,233.0,238.0
isle of mull,1930-1949,57.50310559006211,87.83229813664596,39.666666666666664,76.9751552795031,7.263975155279503,3.906832298136646,1326.1490683229813,402.9875776397516,397.0,347.0,129.0,1940.0,362.0,108.0,131.0,52.0
renfrewshire,1919-1929,71.0,77.0,69.0,77.0,2.8,0.7,396.0,0.0,97.0,150.0,416.0,682.0,360.0,417.0,380.0,500.0
crainlarich,1919-1929,40.57692307692308,101.42307692307692,23.0,87.73076923076923,9.823076923076924,6.203846153846154,3635.653846153846,657.1153846153846,475.0,437.0,33.0,2060.0,95.0,32.0,19.0,14.0
south aryshire,1950-1964,96.0,102.0,97.0,102.0,0.9,1.1,-3.0,282.0,6.0,5.0,30.0,7.0,19.0,385.0,515.0,126.0
arrochar,2003-2007,52.67567567567568,79.8108108108108,72.0,79.02702702702703,6.056756756756757,3.3351351351351353,1085.837837837838,263.6756756756757,348.0,385.0,392.0,550.0,308.0,144.0,175.0,140.0
millport,1930-1949,48.86363636363637,74.3409090909091,38.0,64.63636363636364,5.8522727272727275,2.3261363636363637,1662.375,230.48863636363637,333.0,409.0,424.0,1963.0,419.0,222.0,96.0,179.0
stirlingshire,1965-1975,71.0,81.0,58.0,79.5,5.0,1.95,180.0,214.5,281.0,150.0,366.0,1397.0,297.0,268.0,462.0,199.0
aberdeenshire,1976-1983,73.72727272727273,92.0,68.0,90.0909090909091,4.940909090909091,2.709090909090909,622.9090909090909,189.95454545454547,275.0,107.0,64.0,745.0,74.0,189.0,299.0,227.0
tighnabruaich,1950-1964,44.859375,86.109375,52.6,77.1875,8.6734375,5.0859375,2741.25,425.390625,439.0,425.0,160.0,1644.0,356.0,56.0,29.0,45.0
cellardyke,before 1919,73.0,87.0,72.0,86.0,2.6,1.3,93.0,75.0,86.0,113.0,139.0,550.0,112.0,357.0,473.0,460.0
bridge of allan,1919-1929,61.285714285714285,75.71428571428571,31.0,72.0,4.857142857142857,1.6714285714285713,881.1428571428571,6.857142857142857,272.0,298.0,421.0,2033.0,405.0,300.0,234.0,498.0
tillicoultry,2008 onwards,67.57046979865771,81.22818791946308,78.5,78.46979865771812,3.7872483221476507,1.5053691275167786,534.3020134228188,124.77181208053692,178.0,216.0,358.0,335.0,322.0,323.0,327.0,332.0
kiltarlity,2008 onwards,45.25,76.75,63.0,74.25,10.15,5.325,1984.5,443.25,480.0,423.0,418.0,1090.0,390.0,46.0,63.0,37.0
laggan,2003-2007,64.0,87.0,58.0,80.0,11.0,4.0,360.0,387.0,482.0,268.0,139.0,1397.0,277.0,101.0,403.0,62.0
rogart,others,44.5,102.22727272727273,74.0,89.18181818181819,9.004545454545454,6.431818181818182,2614.2272727272725,389.1818181818182,450.0,426.0,29.0,470.0,84.0,28.0,35.0,60.0
macduff,2008 onwards,65.32867132867133,83.37062937062937,82.0,81.57342657342657,4.558741258741259,2.279020979020979,743.034965034965,113.95804195804196,247.0,247.0,258.0,249.0,208.0,226.0,267.0,349.0
west dunbartonshire,others,90.0,92.0,86.0,88.0,2.7,0.4,-3.0,141.0,90.0,15.0,64.0,154.0,94.0,430.0,515.0,299.0
tain,1999-2002,60.77777777777778,85.17241379310344,59.666666666666664,77.91187739463602,6.296551724137931,3.1,1020.080459770115,277.4942528735632,361.0,304.0,194.0,1310.0,337.0,159.0,195.0,130.0
plockton,1976-1983,69.66666666666667,102.5,36.0,102.16666666666667,2.9,2.8833333333333333,587.0,233.0,105.0,177.0,28.0,1989.0,18.0,177.0,309.0,177.0
rogart,1965-1975,44.5,102.22727272727273,73.0,89.18181818181819,9.004545454545454,6.431818181818182,2614.2272727272725,389.1818181818182,450.0,426.0,29.0,506.0,84.0,28.0,35.0,60.0
kilmaurs,before 1919,82.4,87.6,48.0,86.4,3.04,1.0,220.2,64.2,114.0,66.0,131.0,1779.0,108.0,396.0,451.0,472.0
ballachulish,2003-2007,57.8235294117647,82.55882352941177,68.0,73.47058823529412,9.261764705882353,3.3000000000000003,1753.4117647058824,257.02941176470586,460.0,342.0,303.0,745.0,397.0,146.0,90.0,153.0
knoydart,2003-2007,76.0,96.0,78.0,97.0,4.6,3.0,-6.0,432.0,249.0,93.0,45.0,351.0,26.0,167.0,518.0,42.0
newcastleton,2008 onwards,58.98039215686274,82.17647058823529,70.0,81.23529411764706,5.70392156862745,2.9431372549019605,1149.7058823529412,215.1764705882353,324.0,325.0,320.0,636.0,223.0,170.0,160.0,197.0
glenboig,before 1919,73.75,88.25,70.0,87.5,2.85,1.4,270.0,128.25,103.0,106.0,120.0,636.0,98.0,339.0,434.0,324.0
avoch,2008 onwards,73.11842105263158,89.63157894736842,63.0,85.94736842105263,3.848684210526316,1.8276315789473685,559.1842105263158,242.25,183.0,111.0,95.0,1090.0,113.0,283.0,317.0,166.0
loanhead,1919-1929,70.90666666666667,82.46666666666667,68.0,81.52,3.3040000000000003,1.3213333333333332,381.42,106.64,135.0,155.0,309.0,745.0,210.0,353.0,393.0,371.0
invergarry,1976-1983,58.333333333333336,87.91666666666667,47.0,84.0,8.016666666666667,4.391666666666667,1184.75,330.5,417.0,335.0,128.0,1800.0,138.0,82.0,154.0,91.0
heriot,1984-1991,54.583333333333336,87.08333333333333,52.0,77.91666666666667,9.616666666666667,4.891666666666667,1867.0,321.75,469.0,373.0,137.0,1669.0,336.0,64.0,73.0,97.0
oban,1919-1929,66.09335727109516,81.68761220825853,37.0,75.86983842010773,4.224955116696589,1.7042190305206464,641.3159784560144,200.52064631956912,221.0,240.0,342.0,1974.0,372.0,296.0,292.0,215.0
west kilbride,1984-1991,64.55238095238096,81.6952380952381,64.5,79.53333333333333,5.202857142857143,2.3295238095238093,784.3142857142857,127.88571428571429,299.0,258.0,341.0,977.0,295.0,220.0,252.0,325.0
lochinver,1965-1975,41.857142857142854,115.57142857142857,50.0,110.0,3.8999999999999995,3.7714285714285714,1858.7142857142858,326.57142857142856,189.0,433.0,6.0,1726.0,7.0,121.0,74.0,95.0
lochinver,1976-1983,41.857142857142854,115.57142857142857,55.0,110.0,3.8999999999999995,3.7714285714285714,1858.7142857142858,326.57142857142856,189.0,433.0,6.0,1553.0,7.0,121.0,74.0,95.0
carnoustie,1999-2002,65.5,84.32945736434108,86.0,81.82170542635659,4.656976744186046,2.3550387596899225,775.0348837209302,143.88372093023256,251.0,244.0,220.0,154.0,197.0,219.0,257.0,293.0
dunkeld,2003-2007,58.63461538461539,85.03846153846153,74.5,83.09615384615384,6.551923076923076,3.6499999999999995,1334.5384615384614,179.53846153846155,370.0,331.0,197.0,458.0,159.0,126.0,129.0,243.0
fortingall,before 1919,60.0,91.0,32.0,62.0,17.0,7.5,2226.0,294.0,494.0,314.0,73.0,2029.0,424.0,19.0,50.0,113.0
strathdon,1999-2002,56.42857142857143,89.64285714285714,99.0,88.64285714285714,7.6000000000000005,4.128571428571428,1120.2857142857142,222.21428571428572,407.0,358.0,93.0,4.0,90.0,96.0,163.0,191.0
wemyss bay,1950-1964,67.97297297297297,81.13513513513513,66.0,78.72972972972973,4.951351351351351,1.962162162162162,649.5405405405405,92.27027027027027,277.0,207.0,362.0,862.0,318.0,267.0,290.0,421.0
carrmyllie,others,66.0,105.0,62.0,88.0,5.1,3.1,1098.0,348.0,287.0,241.0,22.0,1158.0,94.0,159.0,171.0,78.0
isle of coll,others,57.333333333333336,90.33333333333333,81.0,77.83333333333333,9.016666666666666,5.533333333333334,1811.5,435.5,451.0,350.0,81.0,271.0,339.0,40.0,82.0,39.0
forsinard,before 1919,43.0,77.0,52.0,81.0,13.8,7.1,3952.5,166.5,490.0,429.0,416.0,1669.0,234.0,22.0,11.0,254.0
mossblown,others,64.33333333333333,85.0,83.0,83.0,8.133333333333333,4.833333333333333,1537.0,48.0,421.0,262.0,198.0,225.0,163.0,66.0,111.0,483.0
newmilns,1984-1991,63.43809523809524,79.29523809523809,71.0,78.36190476190477,4.269523809523809,2.0295238095238095,790.1428571428571,100.17142857142858,226.0,272.0,401.0,593.0,328.0,261.0,249.0,397.0
gatehouse of fleet,others,101.0,128.0,83.0,109.0,1.9,2.4,-6.0,240.0,57.0,3.0,1.0,225.0,9.0,214.0,518.0,169.0
ardrishaig,1950-1964,38.0,79.0,48.0,62.5,10.05,5.35,1974.0,609.0,478.0,441.0,406.0,1779.0,423.0,45.0,65.0,18.0
milngavie,before 1919,74.0,79.33333333333333,67.5,77.0,2.733333333333333,0.5,269.0,131.0,93.0,103.0,400.0,775.0,360.0,426.0,435.0,320.0
nethy bridge,2008 onwards,60.15384615384615,84.07692307692308,79.0,82.23076923076923,8.592307692307692,3.880769230769231,1272.1153846153845,263.65384615384613,435.0,312.0,229.0,324.0,185.0,114.0,142.0,141.0
ayrshire,1992-1998,78.21875,87.0625,83.5,88.1875,3.14375,1.45,397.96875,104.0625,121.0,86.0,138.0,210.0,93.0,332.0,376.0,384.0
argyll,others,68.9090909090909,89.81818181818181,84.5,84.81818181818181,4.7727272727272725,2.5818181818181816,542.4545454545455,162.0,261.0,190.0,91.0,193.0,124.0,204.0,324.0,262.0
rosewell,1930-1949,79.16,90.08,65.5,89.52,2.8013333333333335,1.292,131.08,99.04,98.0,81.0,86.0,898.0,79.0,358.0,468.0,399.0
kinbrace,1950-1964,31.75,88.5,11.0,73.5,12.8,7.6,3677.25,413.25,488.0,448.0,118.0,2074.0,396.0,17.0,16.0,49.0
earlston,2008 onwards,65.13541666666667,83.63541666666667,73.5,80.07291666666667,4.722916666666666,2.1927083333333335,669.1875,208.5,257.0,252.0,250.0,488.0,275.0,239.0,283.0,206.0
dunipace,others,84.0,85.6,90.75,87.2,1.6199999999999999,0.2,43.2,64.8,42.0,57.0,177.0,26.0,102.0,452.0,480.0,471.0
dysart,before 1919,71.0,71.0,69.0,69.0,2.8,0.0,0.0,0.0,97.0,150.0,429.0,682.0,414.0,469.0,496.0,500.0
walkerburn,1999-2002,67.79310344827586,77.51724137931035,71.0,77.51724137931035,3.768965517241379,1.2344827586206895,547.1379310344828,26.379310344827587,177.0,211.0,414.0,593.0,349.0,366.0,322.0,491.0
west kilbride,2008 onwards,64.55238095238096,81.6952380952381,78.0,79.53333333333333,5.202857142857143,2.3295238095238093,784.3142857142857,127.88571428571429,299.0,258.0,341.0,351.0,295.0,220.0,252.0,325.0
appin,1999-2002,57.083333333333336,93.54166666666667,77.0,88.70833333333333,6.116666666666667,3.966666666666667,1025.25,403.75,352.0,352.0,55.0,382.0,88.0,106.0,194.0,51.0
wemyss bay,2003-2007,67.97297297297297,81.13513513513513,75.0,78.72972972972973,4.951351351351351,1.962162162162162,649.5405405405405,92.27027027027027,277.0,207.0,362.0,442.0,318.0,267.0,290.0,421.0
newmachar,others,81.0,91.0,81.0,90.0,2.6,1.0,0.0,93.0,86.0,71.0,73.0,271.0,76.0,396.0,496.0,420.0
evanton,before 1919,63.0,87.0,40.0,83.5,9.05,4.300000000000001,1035.0,241.5,455.0,279.0,139.0,1932.0,146.0,89.0,190.0,168.0
perthshire,1950-1964,71.28571428571429,74.71428571428571,47.0,86.0,2.1142857142857143,0.39999999999999997,194.35714285714286,35.785714285714285,69.0,141.0,423.0,1800.0,112.0,431.0,454.0,489.0
perthshire,others,71.28571428571429,74.71428571428571,86.0,86.0,2.1142857142857143,0.39999999999999997,194.35714285714286,35.785714285714285,69.0,141.0,423.0,154.0,112.0,431.0,454.0,489.0
mugiemoss,others,80.0,93.0,82.0,94.0,1.7,1.0,0.0,72.0,47.0,77.0,58.0,249.0,36.0,396.0,496.0,464.0
dalmally,1919-1929,45.41935483870968,86.51612903225806,24.0,77.12903225806451,9.338709677419354,5.02258064516129,2440.8387096774195,413.3225806451613,462.0,421.0,148.0,2057.0,359.0,57.0,38.0,48.0
fort augustus,1992-1998,70.26388888888889,83.06944444444444,64.0,83.15277777777777,4.294444444444444,1.4583333333333333,558.875,165.29166666666666,229.0,166.0,274.0,1013.0,155.0,328.0,318.0,255.0
alva,2003-2007,67.51776649746193,80.16243654822335,79.0,77.60913705583756,3.5583756345177666,1.2411167512690355,322.38578680203045,83.28426395939087,161.0,218.0,386.0,324.0,348.0,364.0,421.0,444.0
strathcarron,1999-2002,48.2037037037037,90.48148148148148,56.0,79.83333333333333,9.637037037037036,5.468518518518518,2290.0555555555557,387.8888888888889,470.0,411.0,79.0,1510.0,282.0,44.0,44.0,61.0
methil,others,89.4375,90.875,91.0625,92.875,1.06875,0.19375,0.0,84.75,11.0,18.0,75.0,22.0,45.0,453.0,496.0,439.0
spean bridge,1950-1964,68.76315789473684,86.78947368421052,47.0,80.8157894736842,5.868421052631579,2.2078947368421056,453.55263157894734,190.89473684210526,337.0,193.0,142.0,1800.0,244.0,236.0,356.0,225.0
appin,1976-1983,57.083333333333336,93.54166666666667,72.0,88.70833333333333,6.116666666666667,3.966666666666667,1025.25,403.75,352.0,352.0,55.0,550.0,88.0,106.0,194.0,51.0
dunbartonshire,others,86.5,88.0,87.5,90.0,1.45,0.2,-9.0,79.5,33.0,39.0,125.0,112.0,76.0,452.0,520.0,452.0
kinlochleven,2008 onwards,58.275862068965516,81.62068965517241,74.0,74.62068965517241,6.562068965517242,2.6689655172413795,1029.2068965517242,310.3448275862069,371.0,336.0,345.0,470.0,387.0,196.0,192.0,103.0
invergarry,1950-1964,58.333333333333336,87.91666666666667,45.666666666666664,84.0,8.016666666666667,4.391666666666667,1184.75,330.5,417.0,335.0,128.0,1832.0,138.0,82.0,154.0,91.0
isle of benbecula,1984-1991,63.19607843137255,89.6078431372549,47.0,83.96078431372548,5.2215686274509805,3.1294117647058823,831.4705882352941,288.11764705882354,301.0,275.0,98.0,1800.0,139.0,155.0,244.0,121.0
applecross,1992-1998,33.5,105.5,53.0,99.0,5.45,4.0,1657.5,199.5,313.0,445.0,21.0,1630.0,24.0,101.0,98.0,217.0
garve,2008 onwards,49.25,93.67857142857143,80.0,86.57142857142857,8.732142857142858,5.2250000000000005,1790.142857142857,335.67857142857144,441.0,407.0,54.0,296.0,106.0,49.0,86.0,87.0
ballachulish,others,57.8235294117647,82.55882352941177,86.5,73.47058823529412,9.261764705882353,3.3000000000000003,1753.4117647058824,257.02941176470586,460.0,342.0,303.0,135.0,397.0,146.0,90.0,153.0
moffat,2008 onwards,55.40625,82.125,76.0,77.69791666666667,8.184375000000001,4.385416666666667,1824.21875,210.53125,423.0,366.0,325.0,407.0,345.0,84.0,78.0,201.0
blantyre,1930-1949,50.0,81.0,42.0,77.0,7.1,4.3,1608.0,87.0,389.0,402.0,366.0,1896.0,360.0,90.0,104.0,435.0
halkirk,1984-1991,60.75,85.81666666666666,39.0,75.1,7.178333333333333,3.353333333333333,1168.25,226.05,393.0,305.0,170.0,1948.0,381.0,142.0,157.0,187.0
roybridge,before 1919,59.46153846153846,82.23076923076923,41.0,72.92307692307692,9.223076923076924,3.5153846153846158,1071.0,203.53846153846155,459.0,320.0,319.0,1914.0,401.0,130.0,180.0,210.0
inverness-shire,2003-2007,79.5,103.5,74.0,102.0,3.9000000000000004,2.9,-1.5,189.0,191.0,80.0,25.0,470.0,19.0,174.0,506.0,229.0
gairloch,others,56.02777777777778,87.72222222222223,86.0,80.94444444444444,7.491666666666666,4.097222222222222,1247.6666666666667,291.1666666666667,404.0,360.0,130.0,154.0,237.0,98.0,147.0,116.0
roseisle,2003-2007,69.0,84.66666666666667,67.0,84.33333333333333,5.866666666666667,2.6999999999999997,37.0,356.0,336.0,189.0,210.0,801.0,133.0,192.0,484.0,72.0
isle of colonsay,others,44.0,106.66666666666667,61.0,86.33333333333333,9.0,7.0,2675.0,365.0,449.0,427.0,18.0,1225.0,109.0,23.0,32.0,68.0
longniddry,1992-1998,74.85221674876847,86.10837438423646,56.0,86.21674876847291,3.100985221674877,1.323152709359606,424.3152709359606,109.19704433497537,118.0,97.0,161.0,1510.0,110.0,352.0,362.0,359.0
kirkbean,before 1919,45.0,103.0,38.0,94.0,6.8,5.9,1278.0,105.0,378.0,424.0,27.0,1963.0,36.0,36.0,140.0,382.0
east kilbride,1965-1975,87.91111111111111,89.63333333333334,34.0,90.43333333333334,1.6700000000000002,0.27,18.4,105.16666666666667,45.0,31.0,94.0,2006.0,70.0,441.0,488.0,381.0
dollar,2008 onwards,61.90714285714286,81.4,59.0,79.99285714285715,5.8307142857142855,2.7235714285714288,950.3785714285714,161.1,331.0,292.0,354.0,1346.0,278.0,188.0,215.0,265.0
highland,1965-1975,76.625,88.75,42.0,87.625,4.3125,2.0625,470.625,134.25,232.0,91.0,114.0,1896.0,97.0,253.0,351.0,314.0
gretna,1992-1998,59.2,80.55294117647058,66.33333333333333,75.72941176470589,4.984705882352941,2.3717647058823528,690.8117647058823,214.83529411764707,279.0,323.0,378.0,840.0,373.0,216.0,275.0,198.0
kintore,1999-2002,67.0,70.0,67.0,72.0,2.3,0.3,189.0,0.0,77.0,226.0,430.0,801.0,405.0,440.0,458.0,500.0
